ticker,CNR.TO,CSU.TO,EMA.TO,ENB.TO,FTS.TO,RY.TO,SHOP.TO,TD.TO
CNR.TO,0.04530175757167067,0.005492326873024405,0.0028127501314760164,0.007862265994938267,0.006559743565082841,0.006979992312355933,0.007039744501921853,0.007386048396973562
CSU.TO,0.005492326873024405,0.2020226511915483,-0.006591988328733614,2.692584234330156e-05,-0.002046225822108665,0.000884580738468401,0.0986939971358449,0.000367171191421837
EMA.TO,0.0028127501314760164,-0.006591988328733614,0.022463591607861683,0.009177958648268366,0.014203115409046885,-0.0025543497613966237,-0.02505650741021304,-0.002374800471924869
ENB.TO,0.007862265994938267,2.692584234330156e-05,0.009177958648268366,0.029910643044986297,0.010581833313478659,0.000905553861475915,-0.027635034523140083,0.0008930906040120046
FTS.TO,0.006559743565082841,-0.002046225822108665,0.014203115409046885,0.010581833313478659,0.020549531670932007,-0.0015200907588814752,-0.022557498849481897,-0.0014339768845400684
RY.TO,0.006979992312355933,0.000884580738468401,-0.0025543497613966237,0.000905553861475915,-0.0015200907588814752,0.023324827421892794,0.021134938347884543,0.017876197261472698
SHOP.TO,0.007039744501921853,0.0986939971358449,-0.02505650741021304,-0.027635034523140083,-0.022557498849481897,0.021134938347884543,0.3089857499347936,0.02055317519276335
TD.TO,0.007386048396973562,0.000367171191421837,-0.002374800471924869,0.0008930906040120046,-0.0014339768845400684,0.017876197261472698,0.02055317519276335,0.028626418256335936
