date,ticker,adjusted_price,volume
2024-08-15,RY.TO,142.9578094482422,2408100
2024-08-16,RY.TO,144.04849243164062,1946900
2024-08-19,RY.TO,144.58445739746094,4525800
2024-08-20,RY.TO,144.23655700683594,2987800
2024-08-21,RY.TO,144.38699340820312,1845600
2024-08-22,RY.TO,145.08277893066406,4062100
2024-08-23,RY.TO,146.765869140625,3819200
2024-08-26,RY.TO,146.7188720703125,4644600
2024-08-27,RY.TO,147.2172088623047,1683800
2024-08-28,RY.TO,150.4235076904297,3083300
2024-08-29,RY.TO,151.14752197265625,1703100
2024-08-30,RY.TO,153.24429321289062,3402900
2024-09-03,RY.TO,153.9683074951172,2748000
2024-09-04,RY.TO,155.13424682617188,2405300
2024-09-05,RY.TO,154.2974090576172,1973800
2024-09-06,RY.TO,154.27857971191406,2674100
2024-09-09,RY.TO,156.91134643554688,2547700
2024-09-10,RY.TO,156.45999145507812,2653800
2024-09-11,RY.TO,157.45668029785156,3075300
2024-09-12,RY.TO,158.3217315673828,1612300
2024-09-13,RY.TO,157.9832305908203,1712300
2024-09-16,RY.TO,157.56951904296875,2419500
2024-09-17,RY.TO,157.0711669921875,1977100
2024-09-18,RY.TO,156.8455047607422,1838700
2024-09-19,RY.TO,156.95834350585938,2495100
2024-09-20,RY.TO,155.42572021484375,7194700
2024-09-23,RY.TO,156.42239379882812,3050700
2024-09-24,RY.TO,156.26254272460938,1304800
2024-09-25,RY.TO,156.74209594726562,3965200
2024-09-26,RY.TO,157.757568359375,3887300
2024-09-27,RY.TO,157.81396484375,3409700
2024-09-30,RY.TO,158.71664428710938,3450900
2024-10-01,RY.TO,157.09939575195312,3651900
2024-10-02,RY.TO,155.9898681640625,1914600
2024-10-03,RY.TO,154.7111053466797,2695800
2024-10-04,RY.TO,156.27194213867188,4613500
2024-10-07,RY.TO,155.9898681640625,5066700
2024-10-08,RY.TO,156.4976043701172,4216800
2024-10-09,RY.TO,157.71054077148438,3210200
2024-10-10,RY.TO,157.0523681640625,4668300
2024-10-11,RY.TO,160.20225524902344,4152800
2024-10-15,RY.TO,161.2835693359375,7802800
2024-10-16,RY.TO,163.01365661621094,4001100
2024-10-17,RY.TO,164.13255310058594,8096100
2024-10-18,RY.TO,163.6812286376953,9163300
2024-10-21,RY.TO,162.6751251220703,12858800
2024-10-22,RY.TO,162.5341033935547,8509200
2024-10-23,RY.TO,162.9384002685547,7924100
2024-10-24,RY.TO,162.30320739746094,13061100
2024-10-25,RY.TO,161.37416076660156,7913600
2024-10-28,RY.TO,163.37452697753906,8207800
2024-10-29,RY.TO,163.14697265625,6831500
2024-10-30,RY.TO,162.90997314453125,7331600
2024-10-31,RY.TO,159.6392822265625,5372100
2024-11-01,RY.TO,161.2793731689453,5059800
2024-11-04,RY.TO,161.1940460205078,5953400
2024-11-05,RY.TO,161.56378173828125,2605100
2024-11-06,RY.TO,162.20843505859375,4092600
2024-11-07,RY.TO,163.6873779296875,4096300
2024-11-08,RY.TO,163.0995635986328,2100400
2024-11-11,RY.TO,163.80111694335938,3610600
2024-11-12,RY.TO,163.77268981933594,3499700
2024-11-13,RY.TO,163.4693145751953,1973500
2024-11-14,RY.TO,163.1090850830078,3755700
2024-11-15,RY.TO,162.23687744140625,4504100
2024-11-18,RY.TO,162.6824493408203,3728100
2024-11-19,RY.TO,162.76776123046875,4123400
2024-11-20,RY.TO,161.45001220703125,2451300
2024-11-21,RY.TO,165.67823791503906,5106300
2024-11-22,RY.TO,165.630859375,2290900
2024-11-25,RY.TO,164.73965454101562,7092200
2024-11-26,RY.TO,165.58343505859375,2287300
2024-11-27,RY.TO,166.63575744628906,3383200
2024-11-28,RY.TO,166.66416931152344,872600
2024-11-29,RY.TO,167.0054931640625,1436000
2024-12-02,RY.TO,166.66416931152344,4722100
2024-12-03,RY.TO,166.66416931152344,2537200
2024-12-04,RY.TO,167.1002960205078,3525200
2024-12-05,RY.TO,170.23826599121094,5218500
2024-12-06,RY.TO,169.00584411621094,2448700
2024-12-09,RY.TO,169.34715270996094,2796800
2024-12-10,RY.TO,169.19544982910156,4020200
2024-12-11,RY.TO,169.2902374267578,1979800
2024-12-12,RY.TO,168.1999969482422,3345000
2024-12-13,RY.TO,168.09571838378906,1986000
2024-12-16,RY.TO,168.1715545654297,2119800
2024-12-17,RY.TO,167.8682098388672,2447000
2024-12-18,RY.TO,164.01918029785156,5133600
2024-12-19,RY.TO,163.35557556152344,2057300
2024-12-20,RY.TO,164.388916015625,9249500
2024-12-23,RY.TO,164.4363250732422,3932200
2024-12-24,RY.TO,164.51217651367188,610300
2024-12-27,RY.TO,165.2990264892578,1846800
2024-12-30,RY.TO,164.06658935546875,3103600
2024-12-31,RY.TO,164.31307983398438,982100
2025-01-02,RY.TO,163.317626953125,4303700
2025-01-03,RY.TO,164.8724365234375,2992000
2025-01-06,RY.TO,165.1947479248047,3381100
2025-01-07,RY.TO,165.2231903076172,3295900
2025-01-08,RY.TO,165.91525268554688,5609800
2025-01-09,RY.TO,165.40330505371094,1283400
2025-01-10,RY.TO,162.03778076171875,3929500
2025-01-13,RY.TO,161.93350219726562,3649400
2025-01-14,RY.TO,161.52586364746094,4242700
2025-01-15,RY.TO,162.65402221679688,3359900
2025-01-16,RY.TO,163.87696838378906,5604200
2025-01-17,RY.TO,165.2231903076172,4688000
2025-01-20,RY.TO,164.75863647460938,3348300
2025-01-21,RY.TO,166.37979125976562,8277200
2025-01-22,RY.TO,165.06201171875,7485300
2025-01-23,RY.TO,166.4556427001953,8055300
2025-01-24,RY.TO,166.8158721923828,6103600
2025-01-27,RY.TO,168.45077514648438,10690700
2025-01-28,RY.TO,169.2538604736328,8045800
2025-01-29,RY.TO,168.2977752685547,8978900
2025-01-30,RY.TO,170.8218231201172,4498600
2025-01-31,RY.TO,169.3972625732422,4915100
2025-02-03,RY.TO,165.48692321777344,6847900
2025-02-04,RY.TO,162.4561767578125,4465600
2025-02-05,RY.TO,162.92466735839844,2467300
2025-02-06,RY.TO,163.37400817871094,2545300
2025-02-07,RY.TO,162.95333862304688,2922100
2025-02-10,RY.TO,161.46188354492188,4557600
2025-02-11,RY.TO,161.6339569091797,1635100
2025-02-12,RY.TO,161.70089721679688,1511300
2025-02-13,RY.TO,161.90164184570312,3706100
2025-02-14,RY.TO,161.26107788085938,2858500
2025-02-18,RY.TO,164.0050048828125,7054000
2025-02-19,RY.TO,163.9859161376953,2467400
2025-02-20,RY.TO,161.9590301513672,2708800
2025-02-21,RY.TO,161.78692626953125,2685800
2025-02-24,RY.TO,161.71043395996094,3969400
2025-02-25,RY.TO,163.19235229492188,5163400
2025-02-26,RY.TO,163.89028930664062,2702300
2025-02-27,RY.TO,159.2055206298828,6201700
2025-02-28,RY.TO,163.4696044921875,4373100
2025-03-03,RY.TO,162.11199951171875,3371100
2025-03-04,RY.TO,155.85928344726562,4114500
2025-03-05,RY.TO,158.2876739501953,3531900
2025-03-06,RY.TO,156.23211669921875,3656700
2025-03-07,RY.TO,158.11561584472656,3433300
2025-03-10,RY.TO,155.99310302734375,3566600
2025-03-11,RY.TO,152.025390625,4484900
2025-03-12,RY.TO,152.971923828125,3435400
2025-03-13,RY.TO,150.15150451660156,3086500
2025-03-14,RY.TO,152.971923828125,2657000
2025-03-17,RY.TO,153.9566650390625,4075600
2025-03-18,RY.TO,153.77500915527344,2429300
2025-03-19,RY.TO,156.4329071044922,2751100
2025-03-20,RY.TO,155.79234313964844,2501200
2025-03-21,RY.TO,155.763671875,6927700
2025-03-24,RY.TO,158.7083740234375,4029400
2025-03-25,RY.TO,159.32981872558594,3644700
2025-03-26,RY.TO,158.7943878173828,2199400
2025-03-27,RY.TO,157.02566528320312,2334700
2025-03-28,RY.TO,153.52645874023438,3935900
2025-03-31,RY.TO,154.9796600341797,4138800
2025-04-01,RY.TO,155.54376220703125,3010800
2025-04-02,RY.TO,157.0543670654297,2743700
2025-04-03,RY.TO,155.0848388671875,6510200
2025-04-04,RY.TO,150.8876953125,8777000
2025-04-07,RY.TO,148.70782470703125,9351000
2025-04-08,RY.TO,147.70396423339844,5445600
2025-04-09,RY.TO,153.34478759765625,5027800
2025-04-10,RY.TO,146.85304260253906,8464100
2025-04-11,RY.TO,150.3713836669922,5002100
2025-04-14,RY.TO,152.9336700439453,6392900
2025-04-15,RY.TO,153.73678588867188,6543600
2025-04-16,RY.TO,153.29698181152344,7798400
2025-04-17,RY.TO,153.8419647216797,10715800
